"","Site","type","count"
"65611","29SJ586","Historic Polychromes",0
"65612","29SJ586","Holbrook B/W",0
"65613","29SJ586","Indeterminate B/W",0
"65614","29SJ586","Indeterminate Corrugated",0
"65615","29SJ586","Indeterminate P1-P2 B/W",4
"65616","29SJ586","Indeterminate P2-3 carbon trachtye",0
"65617","29SJ586","Indeterminate Redware",0
"65618","29SJ586","Indeterminate Whiteware",1
"65619","29SJ586","Indeterminate plain gray",0
"65620","29SJ586","Kana'a B/W",0
"65621","29SJ586","Kana'a Gray",4
"65622","29SJ586","Kayenta B/W",0
"65623","29SJ586","Kiatuthlana B/W",3
"65624","29SJ586","La Plata B/R",0
"65625","29SJ586","La Plata B/W",0
"65626","29SJ586","Late Pueblo utility",0
"65627","29SJ586","Lino Gray",4
"65628","29SJ586","Mancos B/W",0
"65629","29SJ586","Mesa Verde & proto",0
"65630","29SJ586","Mummy Lake Chaco",0
"65631","29SJ586","Navajo Polychrome",0
"65632","29SJ586","Navajo Utility",0
"65633","29SJ586","Newcomb B/W",0
"65634","29SJ586","Pena B/W",0
"65635","29SJ586","Piedro B/W",0
"65636","29SJ586","Puerco B/R",0
"65637","29SJ586","Red Mesa B/W",2
"65638","29SJ586","Sanostee R/O",0
"65639","29SJ586","Smudged Reds",0
"65640","29SJ586","Sosi-Dogozhi B/W",0
"65641","29SJ586","St. John's B/R Poly",0
"65642","29SJ586","Theodore B/W",0
"65643","29SJ586","Toadlena B/W",0
"65644","29SJ586","Tohatchie/Coolidge Coirrugated",0
"65645","29SJ586","Tusayan B/R",0
"65646","29SJ586","Tusayan Poly",0
"65647","29SJ586","Wetherill B/W",0
"65648","29SJ586","White Mound B/W",0
"65649","29SJ586","Wingate B/R",0
"65650","29SJ588","Abajo R/O",1
"65651","29SJ588","Black Mesa B/W",0
"65652","29SJ588","Bluff B/R",0
"65653","29SJ588","Chaco B/W",0
"65654","29SJ588","Chaco Corrugated",0
"65655","29SJ588","Chaco McElmo B/W",1
"65656","29SJ588","Chaco San Jose B/W",0
"65657","29SJ588","Chuska B/W",0
"65658","29SJ588","Cortez B/W",0
"65659","29SJ588","Deadman's B/R",0
"65660","29SJ588","Degenerative Transitional B/W",2
"65661","29SJ588","Four-Mile Polychrome",0
"65662","29SJ588","Hachure A",2
"65663","29SJ588","Hachure B",0
"65664","29SJ588","Historic Polychromes",0
"65665","29SJ588","Holbrook B/W",0
"65666","29SJ588","Indeterminate B/W",0
"65667","29SJ588","Indeterminate Corrugated",2
"65668","29SJ588","Indeterminate P1-P2 B/W",5
"65669","29SJ588","Indeterminate P2-3 carbon trachtye",0
"65670","29SJ588","Indeterminate Redware",1
"65671","29SJ588","Indeterminate Whiteware",10
"65672","29SJ588","Indeterminate plain gray",2
"65673","29SJ588","Kana'a B/W",0
"65674","29SJ588","Kana'a Gray",5
"65675","29SJ588","Kayenta B/W",0
"65676","29SJ588","Kiatuthlana B/W",3
"65677","29SJ588","La Plata B/R",0
"65678","29SJ588","La Plata B/W",7
"65679","29SJ588","Late Pueblo utility",0
"65680","29SJ588","Lino Gray",87
"65681","29SJ588","Mancos B/W",0
"65682","29SJ588","Mesa Verde & proto",0
"65683","29SJ588","Mummy Lake Chaco",0
"65684","29SJ588","Navajo Polychrome",0
"65685","29SJ588","Navajo Utility",0
"65686","29SJ588","Newcomb B/W",0
"65687","29SJ588","Pena B/W",0
"65688","29SJ588","Piedro B/W",1
"65689","29SJ588","Puerco B/R",3
"65690","29SJ588","Red Mesa B/W",1
"65691","29SJ588","Sanostee R/O",0
"65692","29SJ588","Smudged Reds",0
"65693","29SJ588","Sosi-Dogozhi B/W",1
"65694","29SJ588","St. John's B/R Poly",0
"65695","29SJ588","Theodore B/W",2
"65696","29SJ588","Toadlena B/W",0
"65697","29SJ588","Tohatchie/Coolidge Coirrugated",1
"65698","29SJ588","Tusayan B/R",0
"65699","29SJ588","Tusayan Poly",0
"65700","29SJ588","Wetherill B/W",0
"65701","29SJ588","White Mound B/W",9
"65702","29SJ588","Wingate B/R",0
"65703","29SJ589","Abajo R/O",0
"65704","29SJ589","Black Mesa B/W",0
"65705","29SJ589","Bluff B/R",0
"65706","29SJ589","Chaco B/W",0
"65707","29SJ589","Chaco Corrugated",1
"65708","29SJ589","Chaco McElmo B/W",1
"65709","29SJ589","Chaco San Jose B/W",1
"65710","29SJ589","Chuska B/W",0
"65711","29SJ589","Cortez B/W",0
"65712","29SJ589","Deadman's B/R",0
"65713","29SJ589","Degenerative Transitional B/W",2
"65714","29SJ589","Four-Mile Polychrome",0
"65715","29SJ589","Hachure A",0
"65716","29SJ589","Hachure B",0
"65717","29SJ589","Historic Polychromes",0
"65718","29SJ589","Holbrook B/W",0
"65719","29SJ589","Indeterminate B/W",0
"65720","29SJ589","Indeterminate Corrugated",2
"65721","29SJ589","Indeterminate P1-P2 B/W",5
"65722","29SJ589","Indeterminate P2-3 carbon trachtye",0
"65723","29SJ589","Indeterminate Redware",0
"65724","29SJ589","Indeterminate Whiteware",0
"65725","29SJ589","Indeterminate plain gray",0
"65726","29SJ589","Kana'a B/W",0
"65727","29SJ589","Kana'a Gray",2
"65728","29SJ589","Kayenta B/W",0
"65729","29SJ589","Kiatuthlana B/W",1
"65730","29SJ589","La Plata B/R",0
"65731","29SJ589","La Plata B/W",0
"65732","29SJ589","Late Pueblo utility",0
"65733","29SJ589","Lino Gray",1
"65734","29SJ589","Mancos B/W",0
"65735","29SJ589","Mesa Verde & proto",1
"65736","29SJ589","Mummy Lake Chaco",0
"65737","29SJ589","Navajo Polychrome",0
"65738","29SJ589","Navajo Utility",0
"65739","29SJ589","Newcomb B/W",0
"65740","29SJ589","Pena B/W",0
"65741","29SJ589","Piedro B/W",0
"65742","29SJ589","Puerco B/R",0
"65743","29SJ589","Red Mesa B/W",0
"65744","29SJ589","Sanostee R/O",0
"65745","29SJ589","Smudged Reds",0
"65746","29SJ589","Sosi-Dogozhi B/W",1
"65747","29SJ589","St. John's B/R Poly",1
"65748","29SJ589","Theodore B/W",0
"65749","29SJ589","Toadlena B/W",0
"65750","29SJ589","Tohatchie/Coolidge Coirrugated",0
"65751","29SJ589","Tusayan B/R",0
"65752","29SJ589","Tusayan Poly",0
"65753","29SJ589","Wetherill B/W",0
"65754","29SJ589","White Mound B/W",0
"65755","29SJ589","Wingate B/R",1
"65756","29SJ590","Abajo R/O",0
"65757","29SJ590","Black Mesa B/W",0
"65758","29SJ590","Bluff B/R",0
"65759","29SJ590","Chaco B/W",0
"65760","29SJ590","Chaco Corrugated",1
"65761","29SJ590","Chaco McElmo B/W",0
"65762","29SJ590","Chaco San Jose B/W",1
"65763","29SJ590","Chuska B/W",0
"65764","29SJ590","Cortez B/W",0
"65765","29SJ590","Deadman's B/R",0
"65766","29SJ590","Degenerative Transitional B/W",5
"65767","29SJ590","Four-Mile Polychrome",0
"65768","29SJ590","Hachure A",2
"65769","29SJ590","Hachure B",0
"65770","29SJ590","Historic Polychromes",0
"65771","29SJ590","Holbrook B/W",0
"65772","29SJ590","Indeterminate B/W",0
"65773","29SJ590","Indeterminate Corrugated",2
"65774","29SJ590","Indeterminate P1-P2 B/W",13
"65775","29SJ590","Indeterminate P2-3 carbon trachtye",1
"65776","29SJ590","Indeterminate Redware",0
"65777","29SJ590","Indeterminate Whiteware",2
"65778","29SJ590","Indeterminate plain gray",0
"65779","29SJ590","Kana'a B/W",0
"65780","29SJ590","Kana'a Gray",4
"65781","29SJ590","Kayenta B/W",0
"65782","29SJ590","Kiatuthlana B/W",2
"65783","29SJ590","La Plata B/R",0
"65784","29SJ590","La Plata B/W",0
"65785","29SJ590","Late Pueblo utility",0
"65786","29SJ590","Lino Gray",6
"65787","29SJ590","Mancos B/W",0
"65788","29SJ590","Mesa Verde & proto",1
"65789","29SJ590","Mummy Lake Chaco",0
"65790","29SJ590","Navajo Polychrome",0
"65791","29SJ590","Navajo Utility",0
"65792","29SJ590","Newcomb B/W",0
"65793","29SJ590","Pena B/W",0
"65794","29SJ590","Piedro B/W",0
"65795","29SJ590","Puerco B/R",0
"65796","29SJ590","Red Mesa B/W",1
"65797","29SJ590","Sanostee R/O",0
"65798","29SJ590","Smudged Reds",0
"65799","29SJ590","Sosi-Dogozhi B/W",0
"65800","29SJ590","St. John's B/R Poly",0
"65801","29SJ590","Theodore B/W",0
"65802","29SJ590","Toadlena B/W",0
"65803","29SJ590","Tohatchie/Coolidge Coirrugated",3
"65804","29SJ590","Tusayan B/R",0
"65805","29SJ590","Tusayan Poly",0
"65806","29SJ590","Wetherill B/W",0
"65807","29SJ590","White Mound B/W",0
"65808","29SJ590","Wingate B/R",0
"65809","29SJ591","Abajo R/O",0
"65810","29SJ591","Black Mesa B/W",0
"65811","29SJ591","Bluff B/R",0
"65812","29SJ591","Chaco B/W",0
"65813","29SJ591","Chaco Corrugated",1
"65814","29SJ591","Chaco McElmo B/W",0
"65815","29SJ591","Chaco San Jose B/W",0
"65816","29SJ591","Chuska B/W",0
"65817","29SJ591","Cortez B/W",0
"65818","29SJ591","Deadman's B/R",0
"65819","29SJ591","Degenerative Transitional B/W",0
"65820","29SJ591","Four-Mile Polychrome",0
"65821","29SJ591","Hachure A",0
"65822","29SJ591","Hachure B",0
"65823","29SJ591","Historic Polychromes",0
"65824","29SJ591","Holbrook B/W",0
"65825","29SJ591","Indeterminate B/W",0
"65826","29SJ591","Indeterminate Corrugated",0
"65827","29SJ591","Indeterminate P1-P2 B/W",0
"65828","29SJ591","Indeterminate P2-3 carbon trachtye",0
"65829","29SJ591","Indeterminate Redware",0
"65830","29SJ591","Indeterminate Whiteware",0
"65831","29SJ591","Indeterminate plain gray",0
"65832","29SJ591","Kana'a B/W",0
"65833","29SJ591","Kana'a Gray",0
"65834","29SJ591","Kayenta B/W",0
"65835","29SJ591","Kiatuthlana B/W",0
"65836","29SJ591","La Plata B/R",0
"65837","29SJ591","La Plata B/W",0
"65838","29SJ591","Late Pueblo utility",0
"65839","29SJ591","Lino Gray",5
"65840","29SJ591","Mancos B/W",0
"65841","29SJ591","Mesa Verde & proto",0
"65842","29SJ591","Mummy Lake Chaco",0
"65843","29SJ591","Navajo Polychrome",0
"65844","29SJ591","Navajo Utility",0
"65845","29SJ591","Newcomb B/W",0
"65846","29SJ591","Pena B/W",0
"65847","29SJ591","Piedro B/W",0
"65848","29SJ591","Puerco B/R",0
"65849","29SJ591","Red Mesa B/W",0
"65850","29SJ591","Sanostee R/O",0
"65851","29SJ591","Smudged Reds",0
"65852","29SJ591","Sosi-Dogozhi B/W",0
"65853","29SJ591","St. John's B/R Poly",0
"65854","29SJ591","Theodore B/W",0
"65855","29SJ591","Toadlena B/W",0
"65856","29SJ591","Tohatchie/Coolidge Coirrugated",0
"65857","29SJ591","Tusayan B/R",0
"65858","29SJ591","Tusayan Poly",0
"65859","29SJ591","Wetherill B/W",0
"65860","29SJ591","White Mound B/W",0
"65861","29SJ591","Wingate B/R",0
"65862","29SJ592","Abajo R/O",0
"65863","29SJ592","Black Mesa B/W",0
"65864","29SJ592","Bluff B/R",0
"65865","29SJ592","Chaco B/W",0
"65866","29SJ592","Chaco Corrugated",0
"65867","29SJ592","Chaco McElmo B/W",0
"65868","29SJ592","Chaco San Jose B/W",0
"65869","29SJ592","Chuska B/W",0
"65870","29SJ592","Cortez B/W",0
"65871","29SJ592","Deadman's B/R",0
"65872","29SJ592","Degenerative Transitional B/W",1
"65873","29SJ592","Four-Mile Polychrome",0
"65874","29SJ592","Hachure A",0
"65875","29SJ592","Hachure B",0
"65876","29SJ592","Historic Polychromes",0
"65877","29SJ592","Holbrook B/W",0
"65878","29SJ592","Indeterminate B/W",0
"65879","29SJ592","Indeterminate Corrugated",0
"65880","29SJ592","Indeterminate P1-P2 B/W",0
"65881","29SJ592","Indeterminate P2-3 carbon trachtye",0
"65882","29SJ592","Indeterminate Redware",0
"65883","29SJ592","Indeterminate Whiteware",0
"65884","29SJ592","Indeterminate plain gray",0
"65885","29SJ592","Kana'a B/W",0
"65886","29SJ592","Kana'a Gray",0
"65887","29SJ592","Kayenta B/W",0
"65888","29SJ592","Kiatuthlana B/W",0
"65889","29SJ592","La Plata B/R",0
"65890","29SJ592","La Plata B/W",0
"65891","29SJ592","Late Pueblo utility",0
"65892","29SJ592","Lino Gray",10
"65893","29SJ592","Mancos B/W",0
"65894","29SJ592","Mesa Verde & proto",0
"65895","29SJ592","Mummy Lake Chaco",0
"65896","29SJ592","Navajo Polychrome",0
"65897","29SJ592","Navajo Utility",0
"65898","29SJ592","Newcomb B/W",0
"65899","29SJ592","Pena B/W",0
"65900","29SJ592","Piedro B/W",0
"65901","29SJ592","Puerco B/R",0
"65902","29SJ592","Red Mesa B/W",0
"65903","29SJ592","Sanostee R/O",0
"65904","29SJ592","Smudged Reds",0
"65905","29SJ592","Sosi-Dogozhi B/W",0
"65906","29SJ592","St. John's B/R Poly",0
"65907","29SJ592","Theodore B/W",0
"65908","29SJ592","Toadlena B/W",0
"65909","29SJ592","Tohatchie/Coolidge Coirrugated",0
"65910","29SJ592","Tusayan B/R",0
"65911","29SJ592","Tusayan Poly",0
"65912","29SJ592","Wetherill B/W",0
"65913","29SJ592","White Mound B/W",0
"65914","29SJ592","Wingate B/R",0
"65915","29SJ593","Abajo R/O",0
"65916","29SJ593","Black Mesa B/W",0
"65917","29SJ593","Bluff B/R",0
"65918","29SJ593","Chaco B/W",0
"65919","29SJ593","Chaco Corrugated",3
"65920","29SJ593","Chaco McElmo B/W",2
"65921","29SJ593","Chaco San Jose B/W",0
"65922","29SJ593","Chuska B/W",0
"65923","29SJ593","Cortez B/W",0
"65924","29SJ593","Deadman's B/R",0
"65925","29SJ593","Degenerative Transitional B/W",1
"65926","29SJ593","Four-Mile Polychrome",0
"65927","29SJ593","Hachure A",0
"65928","29SJ593","Hachure B",0
"65929","29SJ593","Historic Polychromes",0
"65930","29SJ593","Holbrook B/W",0
"65931","29SJ593","Indeterminate B/W",0
"65932","29SJ593","Indeterminate Corrugated",16
"65933","29SJ593","Indeterminate P1-P2 B/W",0
"65934","29SJ593","Indeterminate P2-3 carbon trachtye",0
"65935","29SJ593","Indeterminate Redware",0
"65936","29SJ593","Indeterminate Whiteware",7
"65937","29SJ593","Indeterminate plain gray",1
"65938","29SJ593","Kana'a B/W",0
"65939","29SJ593","Kana'a Gray",1
"65940","29SJ593","Kayenta B/W",0
"65941","29SJ593","Kiatuthlana B/W",0
"65942","29SJ593","La Plata B/R",0
"65943","29SJ593","La Plata B/W",0
"65944","29SJ593","Late Pueblo utility",0
"65945","29SJ593","Lino Gray",10
"65946","29SJ593","Mancos B/W",0
"65947","29SJ593","Mesa Verde & proto",0
"65948","29SJ593","Mummy Lake Chaco",0
"65949","29SJ593","Navajo Polychrome",0
"65950","29SJ593","Navajo Utility",0
"65951","29SJ593","Newcomb B/W",0
"65952","29SJ593","Pena B/W",0
"65953","29SJ593","Piedro B/W",0
"65954","29SJ593","Puerco B/R",0
"65955","29SJ593","Red Mesa B/W",1
"65956","29SJ593","Sanostee R/O",0
"65957","29SJ593","Smudged Reds",0
"65958","29SJ593","Sosi-Dogozhi B/W",0
"65959","29SJ593","St. John's B/R Poly",0
"65960","29SJ593","Theodore B/W",0
"65961","29SJ593","Toadlena B/W",0
"65962","29SJ593","Tohatchie/Coolidge Coirrugated",1
"65963","29SJ593","Tusayan B/R",0
"65964","29SJ593","Tusayan Poly",0
"65965","29SJ593","Wetherill B/W",0
"65966","29SJ593","White Mound B/W",0
"65967","29SJ593","Wingate B/R",0
"65968","29SJ594","Abajo R/O",0
"65969","29SJ594","Black Mesa B/W",0
"65970","29SJ594","Bluff B/R",0
"65971","29SJ594","Chaco B/W",0
"65972","29SJ594","Chaco Corrugated",0
"65973","29SJ594","Chaco McElmo B/W",0
"65974","29SJ594","Chaco San Jose B/W",0
"65975","29SJ594","Chuska B/W",0
"65976","29SJ594","Cortez B/W",0
"65977","29SJ594","Deadman's B/R",0
"65978","29SJ594","Degenerative Transitional B/W",0
"65979","29SJ594","Four-Mile Polychrome",0
"65980","29SJ594","Hachure A",0
"65981","29SJ594","Hachure B",0
"65982","29SJ594","Historic Polychromes",0
"65983","29SJ594","Holbrook B/W",0
"65984","29SJ594","Indeterminate B/W",0
"65985","29SJ594","Indeterminate Corrugated",3
"65986","29SJ594","Indeterminate P1-P2 B/W",1
"65987","29SJ594","Indeterminate P2-3 carbon trachtye",0
"65988","29SJ594","Indeterminate Redware",0
"65989","29SJ594","Indeterminate Whiteware",2
"65990","29SJ594","Indeterminate plain gray",0
"65991","29SJ594","Kana'a B/W",0
"65992","29SJ594","Kana'a Gray",0
"65993","29SJ594","Kayenta B/W",0
"65994","29SJ594","Kiatuthlana B/W",0
"65995","29SJ594","La Plata B/R",0
"65996","29SJ594","La Plata B/W",0
"65997","29SJ594","Late Pueblo utility",0
"65998","29SJ594","Lino Gray",0
"65999","29SJ594","Mancos B/W",0
"66000","29SJ594","Mesa Verde & proto",0
"66001","29SJ594","Mummy Lake Chaco",0
"66002","29SJ594","Navajo Polychrome",0
"66003","29SJ594","Navajo Utility",0
"66004","29SJ594","Newcomb B/W",0
"66005","29SJ594","Pena B/W",0
"66006","29SJ594","Piedro B/W",0
"66007","29SJ594","Puerco B/R",0
"66008","29SJ594","Red Mesa B/W",0
"66009","29SJ594","Sanostee R/O",0
"66010","29SJ594","Smudged Reds",0
"66011","29SJ594","Sosi-Dogozhi B/W",0
"66012","29SJ594","St. John's B/R Poly",0
"66013","29SJ594","Theodore B/W",0
"66014","29SJ594","Toadlena B/W",0
"66015","29SJ594","Tohatchie/Coolidge Coirrugated",0
"66016","29SJ594","Tusayan B/R",0
"66017","29SJ594","Tusayan Poly",0
"66018","29SJ594","Wetherill B/W",0
"66019","29SJ594","White Mound B/W",0
"66020","29SJ594","Wingate B/R",0
"66021","29SJ597","Abajo R/O",0
"66022","29SJ597","Black Mesa B/W",0
"66023","29SJ597","Bluff B/R",0
"66024","29SJ597","Chaco B/W",1
"66025","29SJ597","Chaco Corrugated",1
"66026","29SJ597","Chaco McElmo B/W",2
"66027","29SJ597","Chaco San Jose B/W",0
"66028","29SJ597","Chuska B/W",0
"66029","29SJ597","Cortez B/W",0
"66030","29SJ597","Deadman's B/R",0
"66031","29SJ597","Degenerative Transitional B/W",1
"66032","29SJ597","Four-Mile Polychrome",0
"66033","29SJ597","Hachure A",0
"66034","29SJ597","Hachure B",0
"66035","29SJ597","Historic Polychromes",0
"66036","29SJ597","Holbrook B/W",0
"66037","29SJ597","Indeterminate B/W",0
"66038","29SJ597","Indeterminate Corrugated",5
"66039","29SJ597","Indeterminate P1-P2 B/W",0
"66040","29SJ597","Indeterminate P2-3 carbon trachtye",0
"66041","29SJ597","Indeterminate Redware",0
"66042","29SJ597","Indeterminate Whiteware",0
"66043","29SJ597","Indeterminate plain gray",0
"66044","29SJ597","Kana'a B/W",0
"66045","29SJ597","Kana'a Gray",0
"66046","29SJ597","Kayenta B/W",0
"66047","29SJ597","Kiatuthlana B/W",0
"66048","29SJ597","La Plata B/R",0
"66049","29SJ597","La Plata B/W",0
"66050","29SJ597","Late Pueblo utility",0
"66051","29SJ597","Lino Gray",0
"66052","29SJ597","Mancos B/W",0
"66053","29SJ597","Mesa Verde & proto",0
"66054","29SJ597","Mummy Lake Chaco",0
"66055","29SJ597","Navajo Polychrome",0
"66056","29SJ597","Navajo Utility",0
"66057","29SJ597","Newcomb B/W",0
"66058","29SJ597","Pena B/W",0
"66059","29SJ597","Piedro B/W",0
"66060","29SJ597","Puerco B/R",0
"66061","29SJ597","Red Mesa B/W",3
"66062","29SJ597","Sanostee R/O",0
"66063","29SJ597","Smudged Reds",0
"66064","29SJ597","Sosi-Dogozhi B/W",0
"66065","29SJ597","St. John's B/R Poly",0
"66066","29SJ597","Theodore B/W",0
"66067","29SJ597","Toadlena B/W",0
"66068","29SJ597","Tohatchie/Coolidge Coirrugated",10
"66069","29SJ597","Tusayan B/R",0
"66070","29SJ597","Tusayan Poly",0
"66071","29SJ597","Wetherill B/W",0
"66072","29SJ597","White Mound B/W",0
"66073","29SJ597","Wingate B/R",0
"66074","29SJ598","Abajo R/O",0
"66075","29SJ598","Black Mesa B/W",0
"66076","29SJ598","Bluff B/R",0
"66077","29SJ598","Chaco B/W",0
"66078","29SJ598","Chaco Corrugated",1
"66079","29SJ598","Chaco McElmo B/W",0
"66080","29SJ598","Chaco San Jose B/W",0
"66081","29SJ598","Chuska B/W",0
"66082","29SJ598","Cortez B/W",0
"66083","29SJ598","Deadman's B/R",0
"66084","29SJ598","Degenerative Transitional B/W",0
"66085","29SJ598","Four-Mile Polychrome",0
"66086","29SJ598","Hachure A",0
"66087","29SJ598","Hachure B",1
"66088","29SJ598","Historic Polychromes",0
"66089","29SJ598","Holbrook B/W",0
"66090","29SJ598","Indeterminate B/W",0
"66091","29SJ598","Indeterminate Corrugated",1
"66092","29SJ598","Indeterminate P1-P2 B/W",0
"66093","29SJ598","Indeterminate P2-3 carbon trachtye",0
"66094","29SJ598","Indeterminate Redware",0
"66095","29SJ598","Indeterminate Whiteware",2
"66096","29SJ598","Indeterminate plain gray",1
"66097","29SJ598","Kana'a B/W",0
"66098","29SJ598","Kana'a Gray",0
"66099","29SJ598","Kayenta B/W",0
"66100","29SJ598","Kiatuthlana B/W",1
"66101","29SJ598","La Plata B/R",0
"66102","29SJ598","La Plata B/W",0
"66103","29SJ598","Late Pueblo utility",0
"66104","29SJ598","Lino Gray",0
"66105","29SJ598","Mancos B/W",0
"66106","29SJ598","Mesa Verde & proto",0
"66107","29SJ598","Mummy Lake Chaco",0
"66108","29SJ598","Navajo Polychrome",0
"66109","29SJ598","Navajo Utility",0
"66110","29SJ598","Newcomb B/W",0
"66111","29SJ598","Pena B/W",0
"66112","29SJ598","Piedro B/W",0
"66113","29SJ598","Puerco B/R",1
"66114","29SJ598","Red Mesa B/W",0
"66115","29SJ598","Sanostee R/O",0
"66116","29SJ598","Smudged Reds",0
"66117","29SJ598","Sosi-Dogozhi B/W",0
"66118","29SJ598","St. John's B/R Poly",0
"66119","29SJ598","Theodore B/W",0
"66120","29SJ598","Toadlena B/W",0
"66121","29SJ598","Tohatchie/Coolidge Coirrugated",0
"66122","29SJ598","Tusayan B/R",0
"66123","29SJ598","Tusayan Poly",0
"66124","29SJ598","Wetherill B/W",0
"66125","29SJ598","White Mound B/W",0
"66126","29SJ598","Wingate B/R",0
"66127","29SJ599","Abajo R/O",0
"66128","29SJ599","Black Mesa B/W",0
"66129","29SJ599","Bluff B/R",0
"66130","29SJ599","Chaco B/W",0
"66131","29SJ599","Chaco Corrugated",0
"66132","29SJ599","Chaco McElmo B/W",0
"66133","29SJ599","Chaco San Jose B/W",0
"66134","29SJ599","Chuska B/W",0
"66135","29SJ599","Cortez B/W",0
"66136","29SJ599","Deadman's B/R",0
"66137","29SJ599","Degenerative Transitional B/W",0
"66138","29SJ599","Four-Mile Polychrome",0
"66139","29SJ599","Hachure A",1
"66140","29SJ599","Hachure B",1
"66141","29SJ599","Historic Polychromes",0
"66142","29SJ599","Holbrook B/W",0
"66143","29SJ599","Indeterminate B/W",1
"66144","29SJ599","Indeterminate Corrugated",1
"66145","29SJ599","Indeterminate P1-P2 B/W",0
"66146","29SJ599","Indeterminate P2-3 carbon trachtye",0
"66147","29SJ599","Indeterminate Redware",0
"66148","29SJ599","Indeterminate Whiteware",2
"66149","29SJ599","Indeterminate plain gray",1
"66150","29SJ599","Kana'a B/W",0
"66151","29SJ599","Kana'a Gray",0
"66152","29SJ599","Kayenta B/W",0
"66153","29SJ599","Kiatuthlana B/W",0
"66154","29SJ599","La Plata B/R",0
"66155","29SJ599","La Plata B/W",0
"66156","29SJ599","Late Pueblo utility",0
"66157","29SJ599","Lino Gray",2
"66158","29SJ599","Mancos B/W",0
"66159","29SJ599","Mesa Verde & proto",0
"66160","29SJ599","Mummy Lake Chaco",0
"66161","29SJ599","Navajo Polychrome",0
"66162","29SJ599","Navajo Utility",0
"66163","29SJ599","Newcomb B/W",0
"66164","29SJ599","Pena B/W",0
"66165","29SJ599","Piedro B/W",0
"66166","29SJ599","Puerco B/R",0
"66167","29SJ599","Red Mesa B/W",0
"66168","29SJ599","Sanostee R/O",0
"66169","29SJ599","Smudged Reds",0
"66170","29SJ599","Sosi-Dogozhi B/W",0
"66171","29SJ599","St. John's B/R Poly",0
"66172","29SJ599","Theodore B/W",0
"66173","29SJ599","Toadlena B/W",0
"66174","29SJ599","Tohatchie/Coolidge Coirrugated",0
"66175","29SJ599","Tusayan B/R",0
"66176","29SJ599","Tusayan Poly",0
"66177","29SJ599","Wetherill B/W",0
"66178","29SJ599","White Mound B/W",0
"66179","29SJ599","Wingate B/R",0
"66180","29SJ600","Abajo R/O",0
"66181","29SJ600","Black Mesa B/W",0
"66182","29SJ600","Bluff B/R",0
"66183","29SJ600","Chaco B/W",0
"66184","29SJ600","Chaco Corrugated",1
"66185","29SJ600","Chaco McElmo B/W",1
"66186","29SJ600","Chaco San Jose B/W",0
"66187","29SJ600","Chuska B/W",0
"66188","29SJ600","Cortez B/W",0
"66189","29SJ600","Deadman's B/R",0
"66190","29SJ600","Degenerative Transitional B/W",2
"66191","29SJ600","Four-Mile Polychrome",0
"66192","29SJ600","Hachure A",4
"66193","29SJ600","Hachure B",1
"66194","29SJ600","Historic Polychromes",7
"66195","29SJ600","Holbrook B/W",0
"66196","29SJ600","Indeterminate B/W",0
"66197","29SJ600","Indeterminate Corrugated",7
"66198","29SJ600","Indeterminate P1-P2 B/W",11
"66199","29SJ600","Indeterminate P2-3 carbon trachtye",0
"66200","29SJ600","Indeterminate Redware",0
"66201","29SJ600","Indeterminate Whiteware",26
"66202","29SJ600","Indeterminate plain gray",2
"66203","29SJ600","Kana'a B/W",0
"66204","29SJ600","Kana'a Gray",0
"66205","29SJ600","Kayenta B/W",0
"66206","29SJ600","Kiatuthlana B/W",4
"66207","29SJ600","La Plata B/R",0
"66208","29SJ600","La Plata B/W",0
"66209","29SJ600","Late Pueblo utility",0
"66210","29SJ600","Lino Gray",32
"66211","29SJ600","Mancos B/W",0
"66212","29SJ600","Mesa Verde & proto",0
"66213","29SJ600","Mummy Lake Chaco",0
"66214","29SJ600","Navajo Polychrome",1
"66215","29SJ600","Navajo Utility",8
"66216","29SJ600","Newcomb B/W",0
"66217","29SJ600","Pena B/W",0
"66218","29SJ600","Piedro B/W",0
"66219","29SJ600","Puerco B/R",0
"66220","29SJ600","Red Mesa B/W",1
"66221","29SJ600","Sanostee R/O",0
"66222","29SJ600","Smudged Reds",0
"66223","29SJ600","Sosi-Dogozhi B/W",0
"66224","29SJ600","St. John's B/R Poly",0
"66225","29SJ600","Theodore B/W",0
"66226","29SJ600","Toadlena B/W",0
"66227","29SJ600","Tohatchie/Coolidge Coirrugated",1
"66228","29SJ600","Tusayan B/R",0
"66229","29SJ600","Tusayan Poly",0
"66230","29SJ600","Wetherill B/W",0
"66231","29SJ600","White Mound B/W",0
"66232","29SJ600","Wingate B/R",0
"66233","29SJ601","Abajo R/O",0
"66234","29SJ601","Black Mesa B/W",0
"66235","29SJ601","Bluff B/R",0
"66236","29SJ601","Chaco B/W",0
"66237","29SJ601","Chaco Corrugated",0
"66238","29SJ601","Chaco McElmo B/W",0
"66239","29SJ601","Chaco San Jose B/W",0
"66240","29SJ601","Chuska B/W",0
"66241","29SJ601","Cortez B/W",0
"66242","29SJ601","Deadman's B/R",0
"66243","29SJ601","Degenerative Transitional B/W",0
"66244","29SJ601","Four-Mile Polychrome",0
"66245","29SJ601","Hachure A",0
"66246","29SJ601","Hachure B",0
"66247","29SJ601","Historic Polychromes",0
"66248","29SJ601","Holbrook B/W",0
"66249","29SJ601","Indeterminate B/W",0
